id,number,title,labels,description,comments
1563180978,995,Data Table - Editable Cells,"['priority:low', 'external-request', 'team-trimble-creator', 'data-table(to be deprecated)']","**Describe the solution you'd like**
As a user, I'd like to be able to edit text-type cells
",['Closing this issue as it is related to the old table that is planned for deprecation.']
1563149795,994,Data Table - Paste data into table,"['priority:low', 'external-request', 'team-trimble-creator', 'data-table(to be deprecated)']",Need some guidelines on the functionality ,['Closing this issue as it is related to the old table that is planned for deprecation.']
1563147378,993,Data Table - Cell selection,"['external-request', 'team-trimble-creator', 'data-table(to be deprecated)']","**Describe the solution you'd like**
As a user, I would like to be able to select single or multiple cells in the table:
1. Single cell: select one cell
2. Multi-cell: select multiple cells from rows/columns at once (grid-like select)
",['Closing this issue as it is related to the old table that is planned for deprecation.']
1562933166,992,Add header footer modal divider options in web components,['bug'],"There should be an option to hide the dividers to support certain use cases.


![Image](https://user-images.githubusercontent.com/101354258/215560138-4d21c329-06bc-4905-92f0-44b5527fd24d.png)

",['Closing as Duplicate of https://github.com/trimble-oss/modus-web-components/issues/854']
1561673722,991,Change color in Navbar,"['external-request', 'enhancement', 'division-ag']","Hi, im trying to figure it out how to change the color of the navbar
im using this: https://modus-web-components.trimble.com/?path=/docs/components-navbar--default

but I want to change the color to blue:  navbar-blue

Like in this example at the end.
https://modus.trimble.com/components/web/navbar/

So my question is, Is posible to change the color navbar with the modus-web-components.trimble.com for angular with an attribuete or property?

Thanks","[""Great question/feature request. We need to add a navbar-blue version which would be selectable with an attribute or property. It shouldn't take too long to add this functionality so I'll discuss with the team and get back to you on this issue about it. thanks!"", 'For now we can make use of css custom variables to override them with blue\r\ntheme colors.\r\n', ""Thank you , that's what I did :D ."", 'I believe this is related to https://github.com/trimble-oss/modus-web-components/issues/1058', '@anamarquezz We can resolve the issue if it is related to https://github.com/trimble-oss/modus-web-components/issues/1058 or if the issue is already taken care.', 'hey @anamarquezz We now have a [blue NavBar ](https://modus-web-components.trimble.com/?path=/docs/components-navbar--default#blue-navbar) too.\nPlease feel free to reopen the issue if it is not resolved.\n\ncc @enowak1031 @coliff ']"
1558652869,986,Navbar buttons are not vertically centered,['bug'],![image](https://user-images.githubusercontent.com/84749026/214929990-47991524-0f88-4535-9b9f-cbd9f7bfc4a8.png),[]
1558620955,985,Add events on the Navbar for user interactions,[],"**Describe the solution you'd like**
Right now the Navbar performs most events manually, like opening up the menus, navigating to apps, etc.. As a developer, I'd like a way to know when some of these events are happening

Provide events to get information for: 
- Clicks on the app switcher
  - App launches
- Click the help icon
- Click the user menu
  - User menu link clicks

",[]
1553375943,980,Autocomplete: Lazy loading,"['modus-autocomplete', 'modus']","**Describe the solution you'd like**
Implement lazy loading for the Modus Autocomplete component

We should discuss whether this is necessary before implementing
","['@ryan-henness-trimble does your team still need this issue? If yes, we need to mark it as external request.']"
1553375012,979,Autocomplete - Keyboard controls,"['3', 'modus-table', 'modus-autocomplete', 'modus', 'phase-2']","**Describe the solution you'd like**
Implement keyboard controls for the Modus Autocomplete component
",['We would require keyboard navigation when using the component on the Filtering panel for the Table component ']
1550320957,978,Date picker - Handle custom date formats in web components,"['5', 'modus-date-picker']",**Support for auto-formatting while typing in the input is intentionally left out for now because it is too complex to handle formats like 'm' and 'd' where the user can input single or double-digit.**,['Splitting the issue into multiple issues.']
1550320913,977,Date Range Picker in web components,"['5', 'modus-date-picker']",,[]
1550200021,976,"@angular/common@""^14.1.1"" from @trimble-oss/modus-angular-components@0.1.22-1411","['angular', 'external-request', 'division-ag']","Hi, Im trying to install the ""@trimble-oss/modus-angular-components --save "" 
in a project with angular @angular/common@15.1.1


This Gives me the error of...
Could not resolve dependency:
ERR! peer @angular/common@""^14.1.1"" from @trimble-oss/modus-angular-components@0.1.22-14

Is possible to install Modus in a project with Angular 15.1.1?

Thanks..
","[""hey Ana, we don't currently release for Angular 15.1.1, only 14.1.1.\r\n\r\nI'll go ahead and release a version for 15.1.1 and make sure we add 15.1.1 as part of our releases in the future.\r\n\r\n@anamarquezz https://www.npmjs.com/package/@trimble-oss/modus-angular-components/v/0.1.31-1511"", 'Thank you!,  ', 'hey @anamarquezz is the issue resolved ?', '@anamarquezz Please feel free to reopen the issue if it is resolved.\n\ncc @enowak1031 @coliff ']"
1549021240,973,Time Picker in Web Components,"['priority:high', '8']",,[]
1549021098,972,Date Picker(Single date) in Web Components - Barebones,"['priority:high', '8', 'modus-date-picker']",,[]
1528180275,970,Add Dark/Light Mode Switch to Navbar Component,"['submission', 'external-request']",Make optional in the navbar. ,"['Do we need to include it in the documentation and add it to React as well? ', ""Yea, this change will be reflected in the Storybook docs for the Web Components once it's completed. \r\nI think it would make sense to add it to the React components as well"", '@msankaran0712 do you know if we have specs around what this is supposed to look like?', 'We closed this feature as not planned. Web apps would likely have the dark mode toggle in a preferences panel or in sidebar or footer... but not in the navbar.', ""We've got the use case for the toggle being in the Navbar in our Work Center project"", ""> We've got the use case for the toggle being in the Navbar in our Work Center project\r\n\r\nah sorry about that. We don't plan to add official guidance about the design/functionality of a dark mode toggle in navbars to the Modus styleguide, but we have all agreed we like the implementation we use on the Modus styleguide itself so I think that should be a useful guide for the design/functionlity if it will be added to MWC"", '@ryan-henness-trimble did any team request for this feature? if not, we should close it and handle it when a request comes. @enowak1031 thoughts?', 'my team would benefit from it', 'This should be closed upon: https://github.com/trimble-oss/modus-web-components/pull/1341', '@ryan-henness-trimble Navbar now has the ability to generate any icon button, hence closing the issue. \r\nhttps://modus-web-components.trimble.com/?path=/docs/components-navbar--default', '@ryan-henness-trimble Navbar now has the ability to generate any icon button, hence closing the issue. \r\nhttps://modus-web-components.trimble.com/?path=/docs/components-navbar--default']"
1526798926,967,Add Mend(Whitesource) GitHub Action and other security scans applicable,['3'],"Refer to other Modus repositories for how to use `trimble-oss/gh-actions/mend-scanner`

Check if we need Rapid7, Tenant, Crowdstrike scans too.","[""@enowak1031 \nConfigured Mend(White Source) GitHub action and submitted a form for Rapid7, submitted a mail to the cybersecurity team for Tenable scan and Crowdstrike isn't applicable as we are using serverless hosting service.""]"
1525348521,965,Side Navigation - Improve Animation for levels transition,['5'],"- [x] Animation for collapsing the panel sometimes is not smooth
- [x] After going to the previous level the focus should stay on the Side navigation component so that user can continue with keyboard navigation",[]
1523429564,963,Add Sonar Scan GitHub Action,"['2', 'priority:high']","We have this setup already on the other Modus projects e.g. https://github.com/trimble-oss/website-modus-bootstrap.trimble.com/blob/main/.github/workflows/sonar-scan.yml

Adding the GitHub Action workflow is easy, but I'm not sure how to add this project to: https://sonar.trimble.tools/projects","[""Yes, I can help you with this, hope if it's okay to do it tomorrow.""]"
1521187621,960,Modus Chip - Issue when there is no left icon/image,['bug'],"**Describe the bug**
There is extra padding on the left side of the icon when no icon or image exists.

**To Reproduce**
https://modus-web-components.trimble.com/?path=/story/components-chip--default&args=imageUrl:;showClose:true;size:small

**Expected behavior**
There shouldn't be extra padding on the left: 
![image](https://user-images.githubusercontent.com/84749026/210852981-416fd28b-17e6-49a4-9dee-038a0eb68a89.png)

",[]
1520944498,959,Side Navigation - Navbar Issues,"['3', 'bug']","Too much padding around the hamburger menu, which is not in sync with Figma/XD


Steps:
1. Go to Navbar component examples page in storybook

Expected:
![image](https://user-images.githubusercontent.com/50131391/210968248-9bc294f9-da3f-4701-8708-52cd36698763.png)

**Desktop (please complete the following information):**

-  Chrome Browser

**Additional context**
The issue can be seen clearly alongside SideNav.
",[]
1520581480,958,Modus Tooltip gets cut when used inside an element with overflow:hidden,"['bug', 'modus']","**Describe the bug**
A clear and concise description of what the bug is.

**To Reproduce**
Steps to reproduce the behavior:

1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
If applicable, add screenshots to help explain your problem.

**Desktop (please complete the following information):**

- OS: [e.g. iOS 16]
- Browser [e.g. Chrome, Safari]

**Additional context**
Add any other context about the problem here.
",['This will be fixed in #1445 ']
1517701806,957,[BUG] Modus Dropdown - Clicking on the three dots is not closing the prior three dot selection,['bug'],"**Describe the bug**
When opening a modus dropdown, and then attempting to open another dropdown. When the new dropdown opens, the previous dropdown is still active and showing. 

**To Reproduce**
Steps to reproduce the behavior:

1. Setup a page with two modus dropdowns. 
2. Click on one to 'open' the dropdown. 
3. Click on another dropdown. 
4. See that both dropdowns are open at the same time, sometimes overlapping the other. 

**Expected behavior**
Opening a dropdown should also clear other dropdowns of any active state. 

![image](https://user-images.githubusercontent.com/89219400/210408932-10f154d0-73a9-4fd4-8435-f7e5b368d59c.png)

",['Closing this as this only occurs on the Angular side. ']
1511618017,946,Side Navigation - Levels,['8'],"The side nav supports up to 3 levels of navigation.



- [x] Also, fix the below 
![image](https://user-images.githubusercontent.com/50131391/211040287-7edb0e98-ba23-4a93-8f26-9db775b3c8ef.png)
- [x] Fix #959 
- [x] Fix #965
- [x] Fix old [PR comments](https://github.com/trimble-oss/modus-web-components/pull/948)",[]
1511616267,945,Side Navigation - Keyboard navigation,['5'],,[]
1507489675,940,Remove @types/puppeteer and @types/puppeteer-core from package.json,['1'],"These can be removed as they are no longer needed

REF:
- https://www.npmjs.com/package/@types/puppeteer
- https://www.npmjs.com/package/@types/puppeteer-core
",[]
1484504997,913,Dark mode - verify Angular output,[],If possible setup something deployable to view it on a web page.,['We can handle it when there is any issue reported.']
1483550914,912,Move Storybook's 'Dark Mode' section into its own Tab 'Theming',"['priority:low', 'docs', 'enhancement', 'modus', 'good-to-have']","**Describe the solution you'd like**
We should create a new Storybook tab below Getting Started called Theming. I think this will make the Dark Mode section easier to find
",[]
1471053125,898,Storybook has a Node v18 compatibility issue,"['priority:medium', 'devOps', 'modus']","Although we should address/fix the issue at some point, for now we should specify the compatible Node versions in the `package.json`.

Then users will be warned when running `npm install` if they have Node v18 (or Node v14 which is no longer actively supported).

```json
  ""engines"": {
    ""npm"": "">=8.0.0 <9.0.0"",
    ""node"": "">=16.0.0 <17.0.0""
  },
```

I think issue is related to this:
https://github.com/nodejs/node/blob/main/doc/changelogs/CHANGELOG_V17.md#openssl-30","['@coliff If this will be resolved by https://github.com/trimble-oss/modus-web-components/issues/1143, we can close the issue. What do you think?', ""I don't mind closing this issue if you want to. I'm fine to keep it open too."", 'Looks like this issue is now resolved and we are able run with latest node version so closing this. @coliff please reopen if we have to handle anything.', 'This is related to storybook package.json which still have the specific node version defined so we have to check if the latest storybook upgrade #1143  solves this issue. ']"
1464140487,874,Dark Mode - Refactor,['5'],,[]
1461268537,871,Incorrect blue in primary badges,"['1', 'bug']",The Figma and XD kit has the Primary blue `#0063A3` and the web component uses blue dark `#0E416C` for primary badges. Please fix web components. /found by Aruna Ch.,"['hey @soniakaukonen, looks like web components badges have Primary blue `#0063A3`. Please verify again.', ""As discussed with @soniakaukonen this bug isn't there anymore.""]"
1453664586,863,Consider implementing custom styling,['enhancement'],"Continue the discussion of custom component styling. Below is a POC of passing in custom styles

https://github.com/trimble-oss/modus-web-components/pull/837 ","['@ryan-henness-trimble something I came across recently\r\nhttps://web-components.carbondesignsystem.com/?path=/story/introduction-custom-styles--page', 'do we still need this one?', '@ryan-henness-trimble Please feel free to reopen the issue.']"
1452832992,862,Tabs - Add support for `disabled` state ,"['enhancement', 'modus']","Currently, no attribute/property to set a disabled state on a tab.
",['Reopen it if someone needs it']
1443734143,854,Modal - Incomplete border line for header and footer,"['2', 'bug', 'modus']","Look at [Modus Bootstrap](https://modus-bootstrap.trimble.com/components/modals/) and see the header and footer divider lines are 100% width whereas web component's not 100% width.
Also handle https://github.com/trimble-oss/modus-web-components/issues/992.

Steps to reproduce the behavior:
1. Go to [Modal page](https://modus-web-components.trimble.com/?path=/docs/components-modal--default)
2. Click on Modal button and see to that Modal pop-up appears

**Expected behavior**
100% border line

Browser [e.g. chrome, safari]

![image](https://user-images.githubusercontent.com/50131391/201079666-b30afa21-49e0-4e1c-bee4-0a0b47c4c51e.png)
",[]
1443663781,853,"Dark Mode - Inputs - Number, Text, Select and Switch",['3'],,[]
1443362876,851,File Upload Dropzone - Not able to reset error state,"['3', 'priority:medium', 'bug', 'modus', 'modus-file-dropzone']","
Once an error state is achieved looks like there is no way to attempt the upload again, trying to drop a valid file is not clearing the error message.

Steps to reproduce the behavior:
1. Go to [File upload drop zone](https://modus-web-components.trimble.com/?path=/docs/components-file-dropzone--default)
2. Upload multiple files and appears an error message
3. Attempt upload again with a valid file, the error message doesn't go away, and the file used in the upload is opening in the browser.

**Expected behavior**
The error message should be cleared when the upload is valid.

![chrome_ZwIPPkwfE2](https://user-images.githubusercontent.com/50131391/201022056-99f55c4d-e594-4504-a7f6-9fcd64bd4a13.gif)","['@enowak1031 @egunther39 Can we refine the requirements on the interactions? Do we allow for user to clear error message? I assume it should allow drop regardless. ', '@cjwinsor - Add a button that allows the user to ""Reset"" the error state back to default. Text string should explain what the error is eg. ""Multiple files are not allowed. Please try again""\n\n\n\n![Image](https://github.com/trimble-oss/modus-web-components/assets/98049598/382e4487-59ed-4481-a2a4-0d5be9f1accd)\n\n\n', 'The behavior of the reset button for each error state needs to be identified. \r\n\r\n- Multiple files are not allowed. - Remove all files? or Keep the first file and remove all other files?\r\n- You can only upload <count> files - Keep the first <count> files and remove the rest of them?\r\n- File name exceeds length limit: <file name> - Remove the files that fails this validation?\r\n- File exceeds size limit - Remove the files that fails this validation?\r\n\r\nNote: Need to understand how the component is used by the consumer. If the consumer displays something like file list panel where they have the file name and delete icon, then it is possible they also highlight the file that failed the validation allowing the user to take appropriate action. In this particular case, when the user clicks the delete icon to remove the multiple files the consumer will call the `removeFile` method and the error state will be reset when there is only one file remaining.\r\n\r\n\r\n']"
1441853203,847,File Dropzone: Add support for `disabled` state,"['3', 'priority:low', 'enhancement', 'modus', 'modus-file-dropzone']","Currently, there is no property to set a disabled state for the component.","['Maha to check @enowak1031 and close the issue if none needs it.', 'Refer [Figma link](https://www.figma.com/design/wyfVJUHWRMkeCfdB38HFEE/Modus---Web?node-id=5762-22364&node-type=CANVAS&t=pMyYyKERZV4vEe7R-0) for the disabled state.']"
1438279974,843,Dark mode - verify React output,['3'],If possible set up something deployable to view it on a web page.,"['@enowak1031 Breaking down this one into two separate issues.', '@enowak1031 Moving this to backlog again as it has PR comments which need more discussion.', '@enowak1031 closing the issue, it is not required as we are doing the spike to test Modus Web - React  ']"
1436189883,839,Item card tweaks,[],"**Describe the solution you'd like**
We would like some extra properties in order to be able to change modus-card background color, border radius, box shadow and border color.  

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",[]
1436136322,838,Date & Time Picker in Web Components - SPIKE,"['3', 'priority:high', 'modus-date-picker']","we recommend a third-party one rather than building it from scratch ourselves. e.g.
https://github.com/duetds/date-picker
https://easepick.com/",[]
1433008259,836,Modus Buttons - Outline variants not consistent with Modus Bootstrap,"['bug', 'modus']","
![image](https://user-images.githubusercontent.com/50131391/199481047-e205e533-c789-4b9b-8dc6-8d7eb931c8e6.png)

Modus Bootstrap says `Outline buttons should only be used with the Primary, and Dark theme colors.` it has only variants `primary` and `dark` whereas Modus Web components have outline buttons for `primary` and `secondary` variants.
Maybe add dark outline class as an alias to secondary-outline in MWC for the buttons then to help keep it consistent.

**To Reproduce**
Steps to reproduce the behavior:
Go to https://modus-web-components.trimble.com/?path=/docs/components-button--outline

**Expected behavior**
Colors, code, and variant names should be consistent with Modus Bootstrap to avoid confusion for the end users.

 - Browser [e.g. chrome, safari]

Modus Bootstrap:
![image](https://user-images.githubusercontent.com/50131391/199480250-b648b2b3-f3bf-4a16-a6a8-518575b92e7e.png)

Modus web components:
![image](https://user-images.githubusercontent.com/50131391/199480370-f30388b2-c1e6-4764-9601-4977dccca99c.png)

",['We continue using the `secondary` name for outline and icon-only(no outline) variants. ']
1431558787,834,Add Open Source Security Foundation Scorecard,['priority:low'],"This enables the OpenSSF Scorecard GitHub Action to help us ensure the project will continue to follow the open-source best practices or even improve any possible practice to avoid security risks and vulnerabilities.

`Scorecards.yml` file enables the Scorecard action to run on push to main and once a week (important for some checks like contribution check)

REF: https://securityscorecards.dev/

```yml
name: Scorecards supply-chain security

on:
  # Only the default branch is supported.
  branch_protection_rule:
  push:
    branches:
      - main
  schedule:
    - cron: ""16 10 * * 6""
  workflow_dispatch:

permissions: read-all

jobs:
  analysis:
    name: Scorecards analysis
    runs-on: ubuntu-latest
    permissions:
      security-events: write
      id-token: write
      contents: read
      actions: read

    steps:
      - name: Clone repository
        uses: actions/checkout@v3
        with:
          persist-credentials: false

      - name: Run analysis
        uses: ossf/scorecard-action@v2
        with:
          results_file: results.sarif
          results_format: sarif
          publish_results: true

      - name: Upload artifact
        uses: actions/upload-artifact@v3
        with:
          name: SARIF file
          path: results.sarif
          retention-days: 5

      - name: Upload to code-scanning
        uses: github/codeql-action/upload-sarif@v1
        with:
          sarif_file: results.sarif
```","[""I'm going to close this for now - it adds more noise and we've already addressed the items that I know it reports that are worth fixing.""]"
1427438119,821,Date & Time Picker in Web Components,"['priority:high', 'modus-date-picker']","- [x] #972
- [x] #977
- [x] #978
- [x] #973","['@enowak1031 This needs to be broken down into more minor issues, but I need to start working on this to get a clear idea of how it can be divided.\nAlso increased the story points to 8.', '@msankaran0712 Should we delete this issue? \n']"
1427414299,820,Content Tree not responsive,['bug'],"**Describe the bug**
Tested the component on the storybook using a preview resize tool in the toolbar, the component doesn't resize based on the viewport.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to [Content Tree page](https://modus-web-components.trimble.com/?path=/story/components-content-tree--default&globals=backgrounds.grid:false)
2. Goto Canvas tab and click on the tool with the tooltip 'Change the size of the preview'
3. Select the option 'Small mobile'
4. See the component not resizing 

**Expected behavior**
The component should adjust the width automatically when the screen size changes.

![image](https://user-images.githubusercontent.com/50131391/198673141-7cfea1e7-2c35-42ee-8c8b-95e2050c00a6.png)

**Desktop (please complete the following information):**
 - Browser [e.g. chrome, safari]

",['Not a valid issue as the example shown in the screenshot has a fixed width set from outside the component.']
1423246377,816,Tooltip styles incorrect Webcomponents vs. Bootstrap React,"['2', 'priority:medium', 'bug']","See feedback:

![Image](https://user-images.githubusercontent.com/101354258/197811591-18e9de65-3890-4baa-8c96-13b5a938e3e1.png)

- https://modus-web-components.trimble.com/?path=/docs/components-tooltip--default#tooltip
- https://modus-bootstrap.trimble.com/components/tooltips/
- https://cdn.jsdelivr.net/npm/@trimbleinc/modus-bootstrap@1.5.4/dist/modus.css","[""- Modus web components tooltip are: `$col_trimble_gray` and they should be: `$col_gray_9`\r\n-  Modus web components tooltips have 6px vertical padding, but it should be 4px (so it's less tall).""]"
1420313567,808,modus-tabs component could be dynamic resizable.,[],"**Describe the solution you'd like**
I would like to use this component in a browser panel. This panel should be resizable by user and therefore any other component from inside this panel should be resizable as well. 
Right now modus-tab component is not resizable, it has a specific length which cannot be altered by user or any other components.   
",[]
1416003664,806,Buttons - Add support for squared icon-only button,"['2', 'priority:high', 'external-request', 'enhancement', 'modus']","We need something similar to [Modus Bootstrap Icon-only Button](https://modus-bootstrap.trimble.com/components/buttons/?q=button#icon-only-buttons)

Currently, the icon button is only rectangular in shape.

**Additional context**
![image](https://user-images.githubusercontent.com/50131391/196866656-5fa87299-65fd-43ba-97ee-4d84805bba26.png)

Also make sure Icon Text button works too.
![image](https://github.com/trimble-oss/modus-web-components/assets/50131391/0a7850fc-bad5-466e-aff0-488e6e3975c6)

Requested in #1011 
","['Check again for sprint 63', 'As confirmed by @davidtsilcock, this issue is blocking the Trimble creator team from working Floating UI submissions\r\n']"
1414854630,805,"Dark Mode - Slider, Spinner, Tabs, Toasts, Tooltips",['3'],,[]
1414854536,804,"Dark Mode - Pagination, Progress bar, Radio Group",['3'],,[]
1414854469,803,"Dark Mode - Message, Modal and Navbar",['3'],,[]
1414854391,802,"Dark Mode - Dropdown, File upload dropzone, List",['5'],,[]
1414854328,801,Dark Mode - Table and DataTable,[],,[]
1414854238,800,Dark Mode - Content Tree and Chip,['5'],,[]
1413313512,797,"Dark Mode - Button, Card and Checkbox",['5'],,[]
1413313408,796,"Dark Mode - Alert, Badge, and Breadcrumb",['5'],,['components changed and merged with `dev/msankaran/dark-mode-main`']
1404859612,789,Dark Mode - Accordion,['5'],"This issue depends on #788 being completed

Implement the root variables in the Accordion and Card components. Component-specific colors should be scoped to their own stylesheets.

The components should switch their theme depending on a global site variable, and be able to be overridden by a data attribute `data-mwc-theme` or `data-modus-theme`","['Moved Card to #797 ', 'components changed and merged with `dev/msankaran/dark-mode-main`']"
1404853249,788,Dark Mode - Modus root variables,[],"Add the root color variables to the `modus-colors.scss`. 

Eventually these variables will replace the colors we currently have in the stylesheet. We should not remove the current variables until they are no longer in use - when adding these new root colors, we should prepend or append them with text that indicates that they are the new values. Once we've got all of our component switched over to these new root values, we can remove the old ones and get rid of the prepended/appended text on the variable names",['This is taken care with other issues/PRs already so we can close this.']
1404490740,787,Dark Mode for Web components - Theme Toggle Component,['3'],"Once we've got our pattern for setting the theme on the Page Level, a `ThemeToggle` component should be created that will switch the theme globally. This will allow consumers of the library to get 'out of the box' theme toggling",[]
1399979287,786,Create separate README files for each output,"['2', 'priority:high']","We should have a root README for the project as well as READMEs for the individual outputs

This work will include removing the 'copy files' logic to get the root README into the Stencil workspace","[""We can't run `npm i` from the stencil-workspace directory now beacuse it expects a README.md and a SUPPORT.md to be there. I think we should remove SUPPORT.md from the files array (not need in an npm package) and add the README.md.""]"
1396994579,783,Add a `CODEOWNERS` file,[],"We could add a `CODEOWNERS` file to the `.github` directory to specify which devs to review PRs depending on the filetype or project.

REF: https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/about-code-owners

maybe something like this?

```txt
# Folders

/                    @ryan-henness-trimble
/angular-workspace/  @trimbleo
/react-workspace/    @msankaran0712
/stencil-workspace/  @ryan-henness-trimble

# File Types

.cspell.json              @coliff
*.css                     @coliff
*.html                    @coliff
*.scss                    @coliff
staticwebapp.config.json  @coliff
```",['Oh I like this!']
1373292426,743,Modus Data Table - Header overflow issue,"['bug', 'modus', 'data-table(to be deprecated)']",The Modus Data Table's header is set to a fixed height. Swap the fixed height out with a `min-height` so that the text can overflow and increase the height of the header,[]
1373290764,742,Modus Table - Inline Editing using Mouse Interactions,"['priority:high', '8', 'modus-table', 'e-builder-submission', 'team-viewpoint', 'nous-dev-team', 'phase-2']",The Modus Data Table should support inline cell editing with text inputs. Dig deeper into the requirements when taking on this issue,"['If easy to implement, https://www.ag-grid.com/javascript-data-grid/cell-editing/#conditional-editing', 'Hi, im very happy with the new webcomponents! This feature would help me a lot with finishing a extension for Trimble Connect, when are you expecting to release this?', 'hey @Hulsegge Apologies for the delayed response, we are trying to release the Inline editing this week.', 'The changes are already merged so closing this issue']"
1373289799,741,Modus Data Table - Make sure setting custom column id works,"['bug', 'modus-table']","There may be an issue with setting a custom id for columns where it doesn't map to the row object keys correctly.

Make sure the ids can be set to something other than the lowercase of the column names",[]
1373287796,740,Modus Data Table - Badge Cells fill width,"['modus', 'data-table(to be deprecated)']",The 'badge' type cells should fill the entire cell width,[]
1371629324,739,Dark Mode for Web Components,['accessibility'],"### Theme Setting

Implement 'dark' and 'light' theme setting for the web components
*Maybe* add a 'preference' mode which will automatically apply the user's preferred theme? This could be its own story outside of the Barebones requirements

There should be two ways to set the theme:
- [x] Page Level - Set the theme on the page's body with a class that the components can read from. This would apply the theme globally
- [x] Component Level - Set the theme directly on the component with a CSS attribute, which would override the Page Level setter

---

### 

- [x] #787
- [x] #788 
- [x] #789 
- [x] #796
- [x] #797
- [x] #800
- [x] #801
- [x] #802
- [x] #803
- [x] #804
- [x] #805
- [x] #843
- [x] #853
- [x] #874
- [ ] maybe #847

Once we've got our pattern for setting the theme on the Page Level, a `ThemeToggle` component should be created that will switch the theme globally. This will allow consumers of the library to get 'out of the box' theme toggling",[]
1355080402,706,Fix Puppeteer error on update,"['2', 'bug', 'dependencies', 'modus']","Dependabot build is failing for the update. We should fix.
![IMG_0616](https://user-images.githubusercontent.com/1212885/187335181-6d59fa83-4819-4d4d-a4e4-a45662b344bc.png)

See: https://github.com/trimble-oss/modus-web-components/pull/703
",['This has since been fixed and Puppetter has since been updated.\r\nhttps://github.com/trimble-oss/modus-web-components/pulls?q=is%3Apr+sort%3Aupdated-desc+puppeteer+is%3Amerged+author%3Aapp%2Fdependabot']
1352914276,700,Fix Jest errors,['1'],"Dependabot updates for Jest are failing due to a warning. I think it should be quite straight forward to fix.

See:
https://github.com/trimble-oss/modus-web-components/pull/707
https://github.com/trimble-oss/modus-web-components/pull/699","[""Closing as non-issue. Only Jest 27.x is supported that's why update to Jest 29.x fails with error.""]"
1352647818,693,Modus Data Table - Rename to just 'Table',"['1', 'priority:high', 'modus-table', 'e-builder-submission', 'phase-1']","Rename the component to just 'Table' --> `<modus-table>`
","[""Also we might have to mark the existing table's storybook page as deprecated. ""]"
1352646361,692,Modus Data Table - Responsiveness styling,"['modus', 'data-table(to be deprecated)']","Explore and handle responsiveness issues, such as content not fitting into the headers/cells etc.
",[]
1351162835,691,Modus Data Table - Row actions,['modus-table'],"The Data Table should support row actions with a button on the right side of each row

Since this will most likely just be a little of icon/text, the model can look something like this:
```ts
interface RowAction {
  display: {
    icon?: string;
    text: string;
  }
  id: string;
}
```

The consumer should be able to pass in an array of these `RowAction` objects. Then when a user clicks on one of the row actions, an event is emitted:
```ts
interface RowActionEvent {
  rowActionId: string;
  rowId: string;
}
```

This way the consumer can receive the event 'Delete action performed on row 13' and then do the necessary work on their end",['This was implemented.']
1350901371,690,Modus Accordions should have transition animations,"['3', 'priority:medium']","See Modus Bootstrap's accordions:
https://modus-bootstrap.trimble.com/components/accordions/#examples

It should be relatively straight-forward to add by just adding some CSS","['For this we should add this CSS:\r\n\r\n```css\r\n.collapse:not(.show) {\r\n  display: none;\r\n}\r\n.collapsing {\r\n  position: relative;\r\n  height: 0;\r\n  overflow: hidden;\r\n  transition: height 0.35s ease;\r\n}\r\n@media (prefers-reduced-motion: reduce) {\r\n  .collapsing {\r\n    transition: none;\r\n  }\r\n}\r\n.collapsing.width {\r\n  width: 0;\r\n  height: auto;\r\n  transition: width 0.35s ease;\r\n}\r\n@media (prefers-reduced-motion: reduce) {\r\n  .collapsing.width {\r\n    transition: none;\r\n  }\r\n}\r\n```\r\n\r\nThen when you click on accordion header it should add the `collapsing` class to animate.', ""@msankaran0712 - I can't proceed with this ticket right now. Do you have an idea how the accordion can have the `collapsing` state applied for the length of the transition?\nOpen Dev Tools on https://getbootstrap.com/docs/5.2/components/accordion/#example to see how Bootstrap handles the adding and removing the `collapsing` (and show and hide) classes.""]"
1350694820,689,Setup ESlint rules for Storybook .tsx files?,"['priority:low', 'devOps', 'modus']","- ESlint reports 'Do not use ""@ts-ignore"" because it alters compilation errors.' in `stencil-workspace\storybook\stories\components\*.tsx`
- ESlint reports 'Strings must use singlequotes' in `stencil-workspace\storybook\stories\components\*.tsx` in some places.

Should we have a separate ESlint config in the storybook directory with rules or can we adjust the `.eslintrc` config in the stencil-workspace folder so they don't report any issues with the storybook files?

Low priority, but I use the ESlint VS Code extension which does linting in real-time, and I always see those errors when I'm looking at the `.tsx` files.",[]
1350194954,686,Modus Table - Column reordering - Barebones,"['8', 'modus-table', 'e-builder-submission', 'nous-dev-team', 'phase-1']","More details at https://docs.google.com/document/d/1CKKDkgKHHktu_6yxg-dF7iJ5bHAZkydo69qJMQO_2so/edit

This issue covers only the Mouse interactions.",[]
1350056112,685,Modus Data Table - Data cell HTML slots,"['modus', 'data-table(to be deprecated)']","**Describe the solution you'd like**
Allow the consumer to pass in their own HTML for cells via slots

Contact Ryan - he has a POC
",[]
