id,number,title,labels,description
1736436765,1367,"TP-7020: Focus doesn't stay on modus-modal, Focus doesn't shift to close button on top, escape button doesn't close modal","['2', 'priority:high', 'bug', 'accessibility', 'external-request', 'team-e-builder', 'team-phoenix', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

Hello,

While trying to implement accessibility on modus-modal, We have shifted the focus to a modus-text-input on modal. 
We see the below 3 issues.

1. Upon pressing tab few times on keyboard, the focus doesn't stay on modus-modal. It shifts to the back
2. The focus doesn't shif tto close button on top right corner.
3. When pressing escape button on keyboard, it doesn't close the modus-modal.

See below how our Modal looks.
![image](https://github.com/trimble-oss/modus-web-components/assets/40302378/bc08b208-5096-417e-b164-f4658083c7bf)


### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

_No response_

### Priority

High

### What product/project are you using Modus Components for?

e-Builder

### What is your team/division name?

e-Builder"
1735393079,1358,Upgrade to Stencil 3.0,[],"### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Upgrade the Stencil library from version 2 to 3
https://stenciljs.com/docs/introduction/upgrading-to-stencil-three

### Motivation and context

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### Priority

High

### What is the product name the feature is requested for?

Modus Web Components

### What is the team name the product belongs to?

Trimble

### What is the division name the team belongs to?

Modus"
1732341590,1353,Setup Nx for building and publishing of our multiple projects,"['priority:medium', 'devOps', 'good-to-have']","We should setup Nx to manage the building and publishing of our multiple projects (Modus Web Components, Modus React Components and Modus Angular Components).

REF: https://nx.dev/getting-started/intro

When we publish a new version of Modus Web Components we also want the system to publish:
- [Modus React Components](https://www.npmjs.com/package/@trimble-oss/modus-react-components)
- [Modus Angular Components (ng14)](https://www.npmjs.com/package/@trimble-oss/modus-angular-components)
- Modus Angular Components (ng15)
- Modus Angular Components (ng16)"
1731921452,1352,Request for Angular 15 support,"['external-request', 'division-geospatial', 'team-geospatial-cloud-services', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

We have an new web application being written in Angular 15. We are running into the problem below when trying to use the current npm packages:

![image](https://github.com/trimble-oss/modus-web-components/assets/120085924/8b5303c0-04ab-497e-8083-0518e973254a)

Would it be possible to release a new package that is compatible with Angular 15?

### Motivation and context

This change will allow web applications written in Angular 15 to use Modus without effort.

### Which npm package?

@trimble-oss/modus-angular-components

### Priority

High

### What is the product name the feature is requested for?

Trimble Geospatial Scan-Data System (Seurat)

### What is the team name the product belongs to?

Trimble Geospatial Cloud Services

### What is the division name the team belongs to?

Trimble Geospatial"
1727637195,1350,Storybook .tsx are not being linted with ESLint,"['2', 'priority:medium', 'bug']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

Running `npm run lint-js` from the stencil-workspace folder is not linting the .tsx files in the storybook folder despite the ESLint config including the [Storybook ESLint plugin ](https://storybook.js.org/blog/how-to-use-storybook-with-eslint/).

If we adjust the lint-js to this:

`eslint src/** storybook/**/*.stories.tsx --no-error-on-unmatched-pattern`

and then run the command it reports some minor issues - just Missing semicolon and Strings must use singlequote.

### Priority

High

### What product/project are you using Modus Components for?

Modus

### What is your team/division name?

Modus"
1727522183,1348,Add Engines to specify minimum version of Node in Package.json (Angular Components),"['1', 'enhancement']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

I think we should add engines field to the Modus Angular Components package.json - like this:

```json
  ""engines"": {
    ""node"": "">=14.15.0""
  }
```

Angular v14.x requires at least NodeJS v14.15.0
https://angular.io/guide/versions#actively-supported-versions

### Motivation and context

Adding this will warn any users attempting to install Modus Angular Components if they have an old, incompatible version of NodeJS.

### Which npm package?

@trimble-oss/modus-angular-components

### Priority

Medium

### What is the product name the feature is requested for?

Modus

### What is the team name the product belongs to?

Modus

### What is the division name the team belongs to?

Modus"
1726459872,1345,Modus Navbar's main menu does not take up full screen height,"['bug', 'enhancement']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

The navbar's main menu (hamburger) on the left should take up the remaining screen height 

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

v0.1.42

### Priority

High

### What product/project are you using Modus Components for?

Trimble Work Center

### What is your team/division name?

Trimble Viewpoint"
1725274135,1338,Update Prettier Config,['1'],"- The default prettier config sets: `""printWidth"": 80,` by default which is too narrow. Suggest we change it to 125. 
- Currently the `npm run prettier` command in storybook dir only runs on `storybook/stories/` - we should also run it on the `src/` dir
- We can update Prettier dev dep from v2.8.7 to v2.8.8 too

Config would be:

```json
{
  ""bracketSameLine"": true,
  ""printWidth"": 125,
  ""singleQuote"": true
}
```

cc @ryan-henness-trimble @msankaran0712 "
1724862830,1337,Create a MWC Update Guide,"['priority:low', 'docs', 'good-to-have']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Now that the library is mature enough to start introducing breaking changes, we should discuss how we want to help consumers update their usages when breaking changes occur

I see 3 options:
1. A markdown file called `UPDATE_GUIDE.md` at the repository root
2. A page in the Storybook site
3. An interactive site that let's the user pick which version they are starting with and which version they are updating to. That would then generate all the necessary steps they would take to update. This is a larger effort, and possibly overkill for the speed of development of this project

Either way, I think these options would all contain the same information: a descriptive list of what has been removed/deprecated and how to resolve issues that arise while updating from one version to the next

### Motivation and context

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Low

### What is the product name the feature is requested for?

Modus Web Components

### What is the team name the product belongs to?

Trimble

### What is the division name the team belongs to?

Modus"
1724742418,1336,Chip close icon and height,"['external-request', 'team-e-builder', 'team-navi-gators', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Modus Chip close icon uses `icon-remove` which is different from the icon described in Modus Style Guide (https://modus.trimble.com/components/web/chips/styles/). That one is `icon-close`. A possible solution is to add a new optional property where the consumer can decide which they want to use. Possible name: `closeIcon`.
Also, the chip height is different when the icons are visible 
![image](https://github.com/trimble-oss/modus-web-components/assets/48927186/a3a9db45-f4c4-4796-af3e-0a0d127872db)
The padding-top and padding-bottom are 0 if there is no icon. 
`&.no-left-icon.no-right-icon {
    padding: 0 $rem-16px;
  }`
It should be the same always
`padding: $rem-2px $rem-4px;`

### Motivation and context

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Medium

### What is the product name the feature is requested for?

e-builder

### What is the team name the product belongs to?

e-builder

### What is the division name the team belongs to?

e-builder"
1723690286,1335,[BUG] Modus Select component - Keyboard issues,"['3', 'bug', 'nous-dev-team']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

- The dropdown isn't accessible via keyboard Enter.
- User will hit on tab key to select the first option on Select component ""Select Demo1"" and then hit on Enter key for the dropdown values to be displayed. Select any of the option by hitting Enter key, once the option is selected, it is expected that the dropdown should auto close.
 However this works fine when user does the action on mouse click, the same should work for action performed through keyboard.

### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

_No response_

### What browser(s) are you seeing the problem on?

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

_No response_

### Priority

High

### What product/project are you using Modus Components for?

Modus

### What is your team/division name?

Modus"
1723667202,1334,[BUG] Modus Select Component - State issues,"['3', 'bug', 'nous-dev-team']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

- Select dropdown icon on right isn't the correct one
- input options are not correct font
- Focus state doesn't have blue bottom border
- Also, the active class is applied to any option that is hovered over creating confusion about whether an item is hovered or selected.
- Can we have a placeholder text for this control? Thanks!

Split from #559 

### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

_No response_

### Priority

High

### What product/project are you using Modus Components for?

Modus

### What is your team/division name?

Modus"
1722866404,1331,Considerations doc to assist contributions,[],"### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

We should create a `CONSIDERATIONS.md` document to assist developers while they are contributing or reviewing changes in the Modus Web Components library.

### Motivation and context

This document's goal would be to help developers get their head back in the context of MWC quicker, making it easier for them to contribute and review changes to the library. This could also serve as a ""repository"" of things that we want to improve on in future changes.

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Low

### What is the product name the feature is requested for?

Docs

### What is the team name the product belongs to?

Trimble

### What is the division name the team belongs to?

Modus"
1720190527,1327,Modus-Select needs vertical and horizontal scroll when exceeding height and width,"['2', 'bug', 'external-request', 'division-cms']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

With the modus-select component, there is no vertical or horizontal scroll so the dropdown box continues to grow as long as the text list inside. This creates a poor user experience. 

![image](https://github.com/trimble-oss/modus-web-components/assets/95942407/affbf0df-559f-47bc-afc1-8526579cb8df)


### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

8.15.0

### Priority

High

### What product/project are you using Modus Components for?

HR Management

### What is your team/division name?

HRM"
1717355748,1317,Component that include dropdown - Dropdown icon is not accessible at times and only after the page is refreshed the icon will be accessible,"['bug', 'modus', 'QA']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

The web components that include dropdown for example, Select component with the first element ""Select Demo 1"" the dropdown icon is not accessible unless the user refresh the page. This is observed at times and not always.
Example 2: Time Picker with Time Zone: Time Zone dropdown icon is not accessible unless the user refresh the page.

**Steps to Reproduce:**

Scenario 1:-
1. Access storybook webpage https://modus-web-components.trimble.com/?path=/story/user-inputs-select--default
2. Navigate to Select component Canvas section
3. Hit on tab key to select the first element ""Select Demo 1""
4. Hit on Enter key for the dropdown values to be displayed
5. Dropdown is not listed, only the text field is focused

Scenario 2:-
1. Access storybook webpage https://modus-web-components.trimble.com/?path=/story/user-inputs-select--default
2. Navigate to Select component Canvas section
3. Select the first element ""Select Demo 1""
4. Click on the dropdown icon
5. Dropdown is not listed, only the text field is focused

**Expected Result:** Dropdown should be listed with the values

**Actual Result:** Dropdown values is not listed

### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome, Firefox, Microsoft Edge

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

_No response_

### Priority

Low

### What product/project are you using Modus Components for?

QA

### What is your team/division name?

QA"
1717718858,1318,All components on the storybook should include Controls tab,"['priority:medium', 'docs', 'enhancement', 'modus', 'QA', 'modus-approved']","### Describe the issue

All components on the storybook should include Controls tab

**Expected Result:** All the web components in Storybook should have the controls tab

**Actual Result:**
Few of the below mentioned components does not have the Controls tab.

- Accordion
- Breadcrumb
- Card
- Data Table
- Dropdown
- List
- Modal
- Navbar
- Radio group
- Side Navigation
- Tabs
- Tooltip
- Select
"
1717727985,1319,Message: Color code is not as per the style guide for question element in Dark theme,"['bug', 'modus', 'QA', 'modus-message']","### Describe the issue

Messages Web component - Color code is not as per the style guide for question element in Dark theme

**Steps to Reproduce:**

1. Access the storybook web page
2. Select Dark theme
3. Select Messages Web component
4. Under Messages, select Questions element
5. Verify the text color code is as per the style guide

**Expected Result:**  As per the style guide, Questions element should have the text with white (`#ffffff`) color.

**Actual Result:** Currently on the story book the text color for Questions element is grey (`#a3a6b1`) color

Please refer the below screenshots:
<img width=""920"" alt=""image"" src=""https://github.com/trimble-oss/website-modus.trimble.com/assets/129380495/5c391ffe-b952-4cdb-bf35-be2a9d6ea43d"">

<img width=""916"" alt=""image"" src=""https://github.com/trimble-oss/website-modus.trimble.com/assets/129380495/7d235a2e-9e7d-43a5-9684-a44d90f89e4d"">


### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome, Firefox, Microsoft Edge"
1715698813,1308,TP-6913: modus-modal should have option to disable primary-button and secondary-button,"['2', 'priority:high', 'external-request', 'team-e-builder', 'team-phoenix', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

We want to be able to disable the buttons at the bottom of this modal. Currently there is no option to do that.
![image](https://github.com/trimble-oss/modus-web-components/assets/40302378/038750f1-3e9a-4d75-a928-19bf016b62d5)


### Motivation and context

In the screenshot attached in Proposal, we want to disable the button until a valid input is entered in the Update retainage text box above. However we don't have option to do that in current modus-modal. I only see the properties primary-button-text and secondary-button-text

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Medium

### What is the product name the feature is requested for?

e-Builder

### What is the team name the product belongs to?

e-Builder

### What is the division name the team belongs to?

e-Builder"
1715396126,1307,Modus Table - Enable Horizontal and vertical scrolling,"['3', 'priority:high', 'modus-table', 'e-builder-submission', 'nous-dev-team', 'phase-1']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Enable scrolling when the table exceeds the height & width set

### Motivation and context

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### Priority

High

### What is the product name the feature is requested for?

prism

### What is the team name the product belongs to?

e-builder

### What is the division name the team belongs to?

viewpoint"
1715244147,1306,Modus Table - Add a custom cell renderer,"['5', 'priority:medium', 'modus-table']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Should be able to render a link, badge, image, icon, or any Modus element inside a cell

### Motivation and context

![image](https://github.com/trimble-oss/modus-web-components/assets/50131391/624942cb-d458-45ca-94bf-8818830fe2af)

### Which npm package?

@trimble-oss/modus-web-components

### Priority

High

### What is the product name the feature is requested for?

prism

### What is the team name the product belongs to?

e-builder

### What is the division name the team belongs to?

viewpoint"
1714785164,1305,Remove header from the modal (Option),"['external-request', 'team-trimble-creator', 'tiger-teams']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

We want to be able to remove the header from the modus modal so that it us just the body and buttons.

Basically, being able to customize it as necessary (remove header body, or buttons) would be ideal.

![popup (7)](https://github.com/trimble-oss/modus-web-components/assets/106724479/6b35da09-deea-4aa0-a53a-bf1791c8a6a5)


### Motivation and context

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Medium

### What is the product name the feature is requested for?

Trimble Creator

### What is the team name the product belongs to?

Nexus

### What is the division name the team belongs to?

Construction"
1714783683,1304,Support various number of buttons in modal,"['external-request', 'team-trimble-creator', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Being able to add more than two buttons into a modus-modals would be great. 
![Screenshot 2023-05-17 095801](https://github.com/trimble-oss/modus-web-components/assets/106724479/861c0ae7-624f-43b9-8fad-040ed2fb1246)

I(t would also be helpful to have the option to only have one button in the modal. 
![OLD-single-button (12)](https://github.com/trimble-oss/modus-web-components/assets/106724479/37382cfd-787a-4c6a-a820-04c0280f4916)


### Motivation and context

_No response_

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Medium

### What is the product name the feature is requested for?

Trimble Creator

### What is the team name the product belongs to?

Nexus

### What is the division name the team belongs to?

Construction"
1714780980,1303,Tooltip stays open on click,"['bug', 'external-request', 'team-trimble-creator', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

The tooltip web components doesn't have the option to disappear after you click the button they’re associated with. This is quite a standard UX for tooltips, so would be good to include it.

Should be able to look something like this:
![cb00786de1023ad028ea17c5a6e0b7fe (1)](https://github.com/trimble-oss/modus-web-components/assets/106724479/fc296d79-0c1c-487c-b483-180eb08029c4)


### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

_No response_

### Priority

Medium

### What product/project are you using Modus Components for?

Trimble Creator

### What is your team/division name?

Nexus"
1714112011,1301,TP-7019: modus-text-input and modus-number-input components should have ability to right align the value,"['2', 'external-request', 'enhancement', 'team-e-builder', 'team-phoenix', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

![image](https://github.com/trimble-oss/modus-web-components/assets/40302378/cf57adc9-b2ac-44ff-8d19-85967ce55003)

Align the text to the right of the modus-text-input and modus-number-input components.

### Motivation and context

monetary amounts are better read right-aligned when using two decimal places, especially when using several fields in a single-column form

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Medium

### What is the product name the feature is requested for?

e-Builder

### What is the team name the product belongs to?

e-Builder

### What is the division name the team belongs to?

e-Builder"
1713854487,1299,Modus Card component has border when `showCardBorder` property is set on false,"['bug', 'external-request', 'team-trimble-creator']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

When using the card component, if 'showCardBorder' is set to true the border has the color: `#3635454d`, when set to false, the border color is `#3e0e1e9`. In both cases, the border is shown.

### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome

### Which npm package?

@trimble-oss/modus-web-components

### What version of npm package are you using?

0.1.36

### Priority

Medium

### What product/project are you using Modus Components for?

Creator/Materia/RDK

### What is your team/division name?

nexus:trimble-creator:trimble-technology"
1712717909,1295,Internationalization Property on DatePicker,"['priority:medium', 'external-request', 'enhancement', 'division-ag', 'team-ccx', 'modus-approved']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Is possible to have this on **DatePicker**, a property to change the months to a corresponding  localization

For example:
https://stackblitz.com/run?file=src%2Fapp%2Fdatepicker-locale-example.ts



### Motivation and context

We are working with  a multi language application, and now we are currently working with  fr-CA, en-US, and es-MX 


### Which npm package?

@trimble-oss/modus-angular-components

### Priority

Medium

### What is the product name the feature is requested for?

CCX 

### What is the team name the product belongs to?

Interstellar

### What is the division name the team belongs to?

Agriculture"
1711657961,1294,Modus NavBar - User Menu Tooltip,"['external-request', 'team-e-builder', 'team-angry-nerds', 'modus-approved', 'contribution']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed feature requests
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Proposal

Display tooltip on hover on navbar usermenu.

![image](https://github.com/trimble-oss/modus-web-components/assets/98876431/c100a358-d507-493d-b7d5-cd8f396e176c)


### Motivation and context

Implement missing aspect of modus spec per our UX direction.

### Which npm package?

@trimble-oss/modus-web-components

### Priority

Medium

### What is the product name the feature is requested for?

e-Builder

### What is the team name the product belongs to?

e-Builder

### What is the division name the team belongs to?

e-Builder"
1707819939,1282,"Autocomplete Web component - Keyboard accessibility - When the user hit on up and down arrow keys on the keyboard, dropdown list items is not selected","['3', 'bug', 'modus', 'QA']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

[BUG] Autocomplete Web component - Keyboard accessibility - When the user hit on up and down arrow keys on the keyboard, dropdown list items is not selected

**Steps to reproduce the behavior on Canvas section:**

1. Go to Autocomplete web component
2. Click on Canvas section
3. Hit on tab key on the keyboard
4. Autocomplete search textbox should be selected
5. Enter letter A in the textbox
6. Dropdown list should be displayed
7. Hit on Up and Down arrow keys to select the drop down list items
8. Dropdown list items is not selected accordingly


**Expected behavior**
The first item in the dropdown list should be preselected and when user hit on up and down arrow keys on the keyboard, the list of items on the dropdown should be selected accordingly

**Current behavior**
The list of items is not selected when the user hit on up and down arrow keys on the keyboard

Please refer the below screenshot:
![image](https://github.com/trimble-oss/modus-web-components/assets/129380495/5e19f71f-ddbe-4328-bb3c-254db69a3c61)


### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome, Firefox, Microsoft Edge

### Which npm package?

_No response_

### What version of npm package are you using?

_No response_

### Priority

Low

### What product/project are you using Modus Components for?

QA

### What is your team/division name?

QA"
1707805062,1281,Fix GitHub Security vulnerabilities,"['priority:high', 'bug', 'modus', 'security-issue']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

Fix vulnerabilities listed by GitHub security 
![image](https://github.com/trimble-oss/modus-web-components/assets/50131391/03aa72d5-f5fc-4423-b9d2-93092a8a5bf2)


### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

_No response_

### What browser(s) are you seeing the problem on?

_No response_

### Which npm package?

@trimble-oss/modus-web-components, @trimble-oss/modus-angular-components

### What version of npm package are you using?

_No response_

### Priority

High

### What product/project are you using Modus Components for?

Modus

### What is your team/division name?

Modus"
1707778693,1280,Autocomplete - Controls - The behavior of Read-only functionality is not as expected,"['bug', 'modus-autocomplete', 'modus', 'QA']","### Prerequisites

- [X] I have [searched](https://github.com/trimble-oss/modus-web-components/issues?q=is%3Aissue) for duplicate or closed issues
- [X] I have validated any HTML to avoid common problems
- [X] I have read the [contributing guidelines](https://github.com/trimble-oss/modus-web-components/blob/main/CONTRIBUTING.md)

### Describe the issue

Autocomplete - Controls - The behavior of Read-only functionality is not as expected

When the auto search field is set to Read-only, we expect the text field to be disabled where the user should not be able to enter any text in the text box and the field should only be focused when the user selects the text field.

Currently, the textbox is active and also user is able to type in search box. After entering the data user will have to give a space and ""No results found"" text is displayed as shown in the below screenshot:
![image](https://github.com/trimble-oss/modus-web-components/assets/129380495/5727fbfc-bce0-4922-a2fe-396b868655ca)

**Steps to reproduce:**

1. Access the storybook
2. Select Autocomplete web component Default/With Option/With Custom Option
3. On the canvas section, under Controls set 'Read-only' status to 'True'
4. Place the cursor on the Search textbox
5. Enter the required data and give a space

**Expected Behavior:** When the auto search field is set Read only we expect the text field to be disabled where the user should not be able to enter any text in the text box and the field should only be focused when the user selects the text field.

**Current Behavior:** The textbox is active and also user is able to type in search box. After entering the data user will have to give a space and ""No results found"" text is displayed.


### Reduced test cases

_No response_

### What operating system(s) are you seeing the problem on?

Windows

### What browser(s) are you seeing the problem on?

Chrome, Firefox, Microsoft Edge

### Which npm package?

_No response_

### What version of npm package are you using?

_No response_

### Priority

Low

### What product/project are you using Modus Components for?

QA

### What is your team/division name?

QA"
